,id,condition,Delta,Theta,Alpha,Beta,Gamma,Sum,segment,start,end
542,22,free_recall,43220.899999999965,43558.7,17063.36666666667,8005.266666666666,3111.0333333333338,28.0,3.0,61.0,90.0
543,22,hard,-35959.33333333333,-13722.73333333333,-3697.766666666663,-593.4000000000015,2331.833333333333,39.0,3.0,61.0,90.0
545,22,mindfulness,9436.100000000006,11475.433333333334,5903.933333333338,-3349.5666666666675,-1062.2666666666664,41.0,3.0,61.0,90.0
546,23,art,63934.96666666656,22573.533333333326,14389.166666666642,7354.066666666666,1487.900000000005,40.0,3.0,61.0,90.0
547,23,easy,126875.40000000026,98005.29999999999,48752.2,9980.800000000003,39201.53333333334,36.0,3.0,61.0,90.0
548,23,flow,-2757.533333333442,-17963.56666666665,-5354.633333333331,-30692.533333333333,19208.26666666667,34.0,3.0,61.0,90.0
549,23,free_recall,192352.29999999993,-33362.23333333334,-14457.466666666674,-1062.4666666666599,-4674.73333333333,30.0,3.0,61.0,90.0
550,23,hard,-42418.266666666605,-21232.43333333332,3767.0333333333256,-39670.899999999994,25482.76666666667,22.0,3.0,61.0,90.0
552,23,mindfulness,-259256.5,-78703.1,-22493.833333333336,-18654.699999999997,-7456.4666666666635,35.0,3.0,61.0,90.0
553,24,art,-10200.199999999997,-2116.6666666666715,-5436.666666666664,-2041.5666666666693,2039.999999999999,36.0,3.0,61.0,90.0
554,24,easy,32499.06666666665,13822.566666666666,2496.600000000002,9239.333333333332,13974.8,33.0,3.0,61.0,90.0
555,24,flow,49013.23333333331,17665.066666666666,-1670.3333333333321,1381.7999999999993,2039.3000000000002,31.0,3.0,61.0,90.0
556,24,free_recall,89651.96666666665,-3396.100000000006,-10906.166666666664,-7289.433333333334,-1365.5333333333338,27.0,3.0,61.0,90.0
557,24,hard,173443.29999999996,-6952.0,702.3333333333358,-3035.800000000001,-685.1999999999998,25.0,3.0,61.0,90.0
559,24,mindfulness,1824.6999999999825,-19004.833333333336,-15897.999999999996,-8919.2,-2430.0,34.0,3.0,61.0,90.0
560,25,art,-247210.4333333333,-61522.433333333334,-3543.0,-4734.100000000002,-6931.333333333333,35.0,3.0,61.0,90.0
561,25,easy,388400.7000000002,-19552.266666666677,23751.399999999994,18722.966666666664,1601.8333333333358,29.0,3.0,61.0,90.0
562,25,flow,76562.43333333335,13309.233333333337,29539.699999999997,22415.699999999993,-3261.4666666666653,32.0,3.0,61.0,90.0
563,25,free_recall,-399625.4333333333,-114070.43333333333,2572.0666666666657,-4736.933333333334,-8873.666666666666,34.0,3.0,61.0,90.0
564,25,hard,402953.56666666653,56289.93333333329,22826.566666666666,40136.09999999999,-1356.8666666666668,28.0,3.0,61.0,90.0
566,25,mindfulness,-288381.73333333334,-86538.53333333334,29323.933333333334,6250.433333333331,-6887.9,35.0,3.0,61.0,90.0
567,26,art,20945.96666666667,15363.733333333334,2476.3333333333285,-7828.799999999999,-3049.7333333333327,31.0,3.0,61.0,90.0
568,26,easy,83023.86666666668,26562.533333333336,-10502.06666666667,-1013.9000000000015,6391.5,28.0,3.0,61.0,90.0
569,26,flow,70011.0,25040.633333333335,-6286.833333333336,-11167.933333333334,-2110.5999999999995,26.0,3.0,61.0,90.0
570,26,free_recall,163478.83333333334,48101.0,1814.199999999997,599.3666666666613,5254.433333333334,31.0,3.0,61.0,90.0
571,26,hard,13565.666666666668,7299.233333333334,-8810.366666666669,-6164.333333333336,3518.7666666666664,29.0,3.0,61.0,90.0
573,26,mindfulness,55202.433333333334,23078.499999999996,126201.20000000001,-9490.900000000001,-2539.633333333333,24.0,3.0,61.0,90.0
574,27,art,-386368.9,-77776.93333333332,-28360.733333333326,-9312.566666666666,-2174.199999999998,45.0,3.0,61.0,90.0
575,27,easy,-248308.46666666667,-27683.166666666657,-19438.699999999997,-7292.166666666668,-4314.166666666665,37.0,3.0,61.0,90.0
576,27,flow,-305382.3333333333,-68821.26666666666,-33931.76666666666,-10457.666666666668,-3857.899999999998,39.0,3.0,61.0,90.0
577,27,free_recall,-118271.83333333331,-51955.96666666667,-22086.399999999994,-12142.533333333333,-4281.699999999998,43.0,3.0,61.0,90.0
578,27,hard,-366213.2333333333,-51935.83333333333,-23223.83333333333,-9922.333333333332,-3807.833333333331,22.0,3.0,61.0,90.0
580,27,mindfulness,-324156.8,-43883.133333333324,-18180.96666666666,-10912.966666666665,-6189.466666666665,24.0,3.0,61.0,90.0
581,28,art,132115.29999999993,29757.46666666666,11074.800000000003,2545.8666666666686,2488.166666666666,42.0,3.0,61.0,90.0
582,28,easy,107439.06666666661,22160.96666666666,6521.0,-2619.199999999997,-4796.333333333334,32.0,3.0,61.0,90.0
583,28,flow,25091.999999999985,16493.36666666667,942.2333333333336,-7352.133333333328,-6242.666666666667,38.0,3.0,61.0,90.0
584,28,free_recall,-58619.60000000001,-3234.0666666666657,12063.96666666666,-6519.4666666666635,-4692.166666666667,37.0,3.0,61.0,90.0
585,28,hard,120743.96666666663,26695.6,5891.199999999997,-8369.199999999995,-6426.2,39.0,3.0,61.0,90.0
587,28,mindfulness,62145.933333333305,15922.0,5305.666666666664,-609.9333333333343,898.5666666666657,36.0,3.0,61.0,90.0
588,1,art,119212.7,-21993.1,-56478.2,-8563.800000000003,59.36666666666679,43.0,4.0,91.0,120.0
589,1,easy,-10952.300000000003,-28079.0,-62840.66666666667,-17281.766666666666,-1391.5333333333328,38.0,4.0,91.0,120.0
590,1,flow,-51562.79999999998,-40208.399999999994,-65199.433333333334,-16935.733333333334,-1002.2666666666655,36.0,4.0,91.0,120.0
591,1,free_recall,171164.7,32822.93333333332,-37349.8,-10727.300000000003,-3108.833333333333,27.0,4.0,91.0,120.0
592,1,hard,776703.2000000001,62072.36666666668,3577.9333333333343,22075.63333333333,948.3666666666668,27.0,4.0,91.0,120.0
594,1,mindfulness,224395.5666666667,52480.666666666686,3654.96666666666,4540.266666666663,-958.6666666666661,36.0,4.0,91.0,120.0
595,2,art,-82621.66666666666,15601.633333333339,-32785.56666666667,4096.6,1856.4333333333338,33.0,4.0,91.0,120.0
596,2,easy,-33611.566666666666,38479.466666666674,-43852.83333333334,1808.5666666666675,-16.633333333333212,40.0,4.0,91.0,120.0
597,2,flow,-64712.23333333333,36813.466666666674,-35054.8,7078.433333333329,272.53333333333376,36.0,4.0,91.0,120.0
598,2,free_recall,-109027.4,-18964.466666666664,14422.799999999988,2305.0666666666675,951.3666666666672,37.0,4.0,91.0,120.0
599,2,hard,31423.29999999999,46471.83333333334,-28693.066666666673,5719.733333333332,1915.0333333333333,37.0,4.0,91.0,120.0
601,2,mindfulness,-91654.66666666667,-22799.766666666666,10004.866666666654,787.466666666669,594.5666666666671,40.0,4.0,91.0,120.0
602,3,art,50952.30000000005,8321.0,-15937.299999999996,10013.033333333336,2135.866666666667,42.0,4.0,91.0,120.0
603,3,easy,-186712.2,16142.766666666663,-40394.2,-154.66666666666424,-2469.7000000000007,33.0,4.0,91.0,120.0
604,3,flow,-263363.4666666667,-31611.800000000003,-29785.166666666664,1005.2666666666701,-362.40000000000146,39.0,4.0,91.0,120.0
605,3,free_recall,-228169.43333333332,-35222.96666666667,1843.7666666666773,-1827.8999999999978,-3804.4333333333343,39.0,4.0,91.0,120.0
606,3,hard,-200336.96666666662,23578.56666666665,-26939.06666666666,11924.5,12396.266666666666,33.0,4.0,91.0,120.0
608,3,mindfulness,-258607.9,-20271.233333333337,-11403.033333333326,-3419.6333333333314,-4856.366666666668,36.0,4.0,91.0,120.0
609,4,art,461744.73333333334,83839.16666666666,22127.93333333335,-15018.466666666667,-18447.966666666667,41.0,4.0,91.0,120.0
610,4,easy,97590.83333333331,30983.133333333346,-3777.46666666666,32802.533333333326,-16988.233333333334,35.0,4.0,91.0,120.0
611,4,flow,40926.20000000001,25177.333333333343,-10316.066666666658,-18732.833333333336,-16974.033333333333,37.0,4.0,91.0,120.0
612,4,free_recall,-56035.16666666666,288.7333333333445,14327.600000000013,-18859.06666666667,-18913.13333333333,42.0,4.0,91.0,120.0
613,4,hard,75876.46666666667,10648.566666666673,3547.9666666666744,-12774.666666666668,-16184.2,34.0,4.0,91.0,120.0
615,4,mindfulness,-65724.09999999998,-6814.366666666654,14217.80000000001,-21627.433333333334,-16074.766666666666,40.0,4.0,91.0,120.0
616,5,art,62208.23333333334,30616.1,24062.066666666666,15540.466666666667,5938.166666666666,41.0,4.0,91.0,120.0
617,5,easy,266386.6666666666,52504.03333333333,18240.766666666663,5973.900000000001,1143.6333333333332,34.0,4.0,91.0,120.0
618,5,flow,41649.5,16596.3,11107.933333333329,5488.733333333333,969.2333333333331,27.0,4.0,91.0,120.0
619,5,free_recall,27659.999999999996,10819.8,4390.866666666667,1347.4333333333316,773.5999999999999,28.0,4.0,91.0,120.0
620,5,hard,69175.2,33924.4,16937.4,4156.7,912.3000000000002,22.0,4.0,91.0,120.0
622,5,mindfulness,13387.73333333333,8278.333333333332,40253.299999999996,1531.1999999999998,336.3000000000002,42.0,4.0,91.0,120.0
623,6,art,-564995.4333333333,-183275.6,-104326.23333333335,-44457.6,-29217.066666666666,42.0,4.0,91.0,120.0
624,6,easy,-417074.23333333334,-142290.23333333334,-87150.03333333335,-27300.033333333333,-22852.1,39.0,4.0,91.0,120.0
625,6,flow,-560673.4,-177438.6666666667,-94816.50000000001,-43641.933333333334,-28240.866666666665,36.0,4.0,91.0,120.0
626,6,free_recall,-543220.8666666667,-170133.13333333333,-106966.46666666667,-48955.299999999996,-32225.666666666664,36.0,4.0,91.0,120.0
627,6,hard,-514643.3666666667,-168946.06666666668,-63878.500000000015,-16377.033333333333,-19680.666666666664,36.0,4.0,91.0,120.0
629,6,mindfulness,-598829.0666666667,-192568.13333333333,-95868.66666666669,-42096.76666666666,-28500.666666666664,41.0,4.0,91.0,120.0
630,7,art,-24050.233333333337,14126.166666666668,-84391.96666666666,215.53333333333285,9599.3,39.0,4.0,91.0,120.0
631,7,easy,1037974.5000000001,362059.26666666666,188989.93333333332,127225.6,74198.86666666667,28.0,4.0,91.0,120.0
632,7,flow,673231.1,85356.06666666667,-43333.73333333332,17834.6,31595.100000000002,33.0,4.0,91.0,120.0
633,7,free_recall,147006.46666666667,54457.73333333332,-60404.86666666666,7758.166666666664,13963.8,21.0,4.0,91.0,120.0
634,7,hard,379494.4666666667,60331.16666666666,-67415.4,14846.899999999998,26852.366666666665,31.0,4.0,91.0,120.0
636,7,mindfulness,47065.03333333331,19776.999999999996,15606.833333333343,-1334.1666666666679,2110.133333333333,25.0,4.0,91.0,120.0
637,8,art,-85433.69999999998,-24915.166666666664,2046.6666666666642,3038.6333333333314,1711.1333333333341,38.0,4.0,91.0,120.0
638,8,easy,624325.3666666667,112032.56666666668,40329.299999999996,21146.23333333333,15542.733333333334,37.0,4.0,91.0,120.0
639,8,flow,5865.433333333363,-2644.1666666666715,2205.3333333333358,5267.433333333331,4654.133333333334,39.0,4.0,91.0,120.0
640,8,free_recall,-97407.36666666665,-60360.53333333333,37116.23333333333,3078.4333333333307,476.16666666666697,33.0,4.0,91.0,120.0
641,8,hard,128474.13333333332,14928.766666666663,14547.26666666667,4776.366666666665,2342.133333333334,36.0,4.0,91.0,120.0
643,8,mindfulness,-56518.93333333332,-10155.0,41788.6,3311.9333333333307,1606.7666666666673,44.0,4.0,91.0,120.0
644,9,art,242426.19999999998,10851.499999999985,-10903.633333333339,11939.900000000001,13301.133333333333,40.0,4.0,91.0,120.0
645,9,easy,746047.2666666668,130406.49999999996,9851.033333333333,37136.03333333333,28909.86666666666,34.0,4.0,91.0,120.0
646,9,flow,654417.3666666667,110293.86666666665,-6944.033333333333,24795.066666666666,32322.666666666664,32.0,4.0,91.0,120.0
647,9,free_recall,139529.46666666665,-21988.566666666666,-6266.466666666667,1140.5333333333328,11018.299999999997,43.0,4.0,91.0,120.0
648,9,hard,633109.9333333333,172694.23333333328,21512.666666666664,38620.333333333336,26827.033333333333,25.0,4.0,91.0,120.0
650,9,mindfulness,95481.4,-3940.3333333333285,-287.53333333333285,23570.466666666667,22599.033333333333,43.0,4.0,91.0,120.0
651,10,art,-497910.8666666667,-159962.16666666663,-28107.76666666667,-11535.43333333333,-22296.066666666662,36.0,4.0,91.0,120.0
652,10,easy,-410367.23333333334,-129507.5333333333,-17333.36666666667,-15143.766666666666,-25047.43333333333,39.0,4.0,91.0,120.0
653,10,flow,-283089.1666666667,-99383.26666666663,-1290.199999999997,-7115.800000000003,-22380.899999999994,39.0,4.0,91.0,120.0
654,10,free_recall,-535130.2333333334,-155852.8333333333,-21737.733333333334,-940.5,-25721.13333333333,38.0,4.0,91.0,120.0
655,10,hard,-446874.10000000003,-103557.2333333333,-9901.73333333333,-9646.366666666669,-19971.799999999996,37.0,4.0,91.0,120.0
657,10,mindfulness,-497789.2,-137083.86666666664,8073.700000000004,-285.5666666666657,-23810.999999999996,41.0,4.0,91.0,120.0
658,11,art,-32916.4,950.0,707.7333333333336,-13418.83333333333,-15331.100000000002,45.0,4.0,91.0,120.0
659,11,easy,603246.5666666667,157701.4,52184.36666666667,24816.26666666667,10869.0,43.0,4.0,91.0,120.0
660,11,flow,-4975.833333333343,14549.633333333339,3555.4333333333343,-9975.633333333331,-12679.933333333334,43.0,4.0,91.0,120.0
661,11,free_recall,-18762.166666666664,2079.0,34077.16666666667,-13370.83333333333,-15580.233333333334,42.0,4.0,91.0,120.0
662,11,hard,28067.433333333334,13646.833333333336,-640.8666666666686,-9269.133333333331,-9411.100000000002,40.0,4.0,91.0,120.0
664,11,mindfulness,-33698.7,-272.7666666666628,27555.63333333334,-11568.93333333333,-15746.000000000002,45.0,4.0,91.0,120.0
665,12,art,67354.53333333333,13240.900000000001,-52752.8,2609.0,2655.0333333333338,43.0,4.0,91.0,120.0
666,12,easy,116892.9,32439.766666666663,-56200.03333333333,5746.9000000000015,3913.5,30.0,4.0,91.0,120.0
667,12,flow,93444.20000000001,38098.63333333333,-53263.23333333333,8303.266666666663,13001.7,34.0,4.0,91.0,120.0
668,12,free_recall,4003.0666666666657,9137.7,8.69999999999709,4435.466666666667,1140.0333333333338,38.0,4.0,91.0,120.0
669,12,hard,171380.33333333334,24778.46666666666,-60838.433333333334,17402.43333333333,14645.466666666664,22.0,4.0,91.0,120.0
671,12,mindfulness,17013.0,10301.566666666666,29590.199999999983,4012.666666666668,744.6000000000004,38.0,4.0,91.0,120.0
672,13,art,-105417.80000000005,-41797.100000000006,1295.1333333333387,2801.0999999999985,4938.9,45.0,4.0,91.0,120.0
673,13,easy,-15571.933333333349,-17183.966666666674,1460.933333333338,7095.899999999998,3868.2666666666664,40.0,4.0,91.0,120.0
674,13,flow,79460.53333333333,18846.96666666666,26752.03333333334,7211.266666666666,3493.666666666667,40.0,4.0,91.0,120.0
675,13,free_recall,26776.36666666664,-6670.900000000009,-443.8999999999978,-265.0666666666657,781.2666666666664,38.0,4.0,91.0,120.0
676,13,hard,-56895.3666666667,10654.099999999977,7482.26666666667,2760.7999999999993,2056.0333333333338,37.0,4.0,91.0,120.0
678,13,mindfulness,-79944.20000000001,-34492.80000000001,-4533.23333333333,-368.2333333333336,172.5666666666666,41.0,4.0,91.0,120.0
679,14,art,51909.700000000004,15479.400000000001,-31929.833333333336,10162.3,2705.866666666667,42.0,4.0,91.0,120.0
680,14,easy,153387.66666666663,11983.2,-38089.53333333334,1683.0666666666693,-3127.6000000000004,40.0,4.0,91.0,120.0
681,14,flow,38113.13333333334,17671.23333333333,-40486.600000000006,3697.7333333333336,-217.60000000000036,37.0,4.0,91.0,120.0
682,14,free_recall,32150.9,9849.466666666667,13161.166666666664,3103.8666666666686,-2261.7000000000007,35.0,4.0,91.0,120.0
683,14,hard,-21015.766666666663,5093.733333333334,-40590.5,-1100.033333333331,-3014.2000000000007,36.0,4.0,91.0,120.0
685,14,mindfulness,-17605.0,2825.0666666666657,20843.799999999996,302.63333333333503,-3347.2666666666673,41.0,4.0,91.0,120.0
686,15,art,-63.76666666667006,-2481.800000000003,-21173.733333333337,6059.633333333335,2596.0666666666657,43.0,4.0,91.0,120.0
687,15,easy,43561.13333333334,5319.133333333331,-17631.76666666667,6779.766666666666,5948.9,37.0,4.0,91.0,120.0
688,15,flow,155282.53333333333,70331.56666666667,-14330.466666666667,19114.266666666666,6904.000000000002,35.0,4.0,91.0,120.0
689,15,free_recall,84145.53333333333,15438.933333333334,14637.900000000001,11346.266666666666,8553.433333333332,40.0,4.0,91.0,120.0
690,15,hard,57297.36666666666,60336.566666666666,-12380.0,9348.93333333333,5308.666666666666,32.0,4.0,91.0,120.0
692,15,mindfulness,-18297.399999999998,-9673.866666666665,2075.266666666663,1608.4999999999964,261.2333333333336,45.0,4.0,91.0,120.0
693,16,art,-17034.699999999983,12238.166666666664,-36386.4,-4038.9333333333343,1476.300000000001,45.0,4.0,91.0,120.0
694,16,easy,1851.2666666666628,41333.200000000004,-38601.5,-2089.466666666671,-777.6666666666661,41.0,4.0,91.0,120.0
695,16,flow,35816.83333333334,64098.766666666685,-32832.6,-2868.400000000005,-2107.0,45.0,4.0,91.0,120.0
696,16,free_recall,-178494.13333333333,-34656.8,-42312.333333333336,-14968.866666666665,-4994.9,45.0,4.0,91.0,120.0
697,16,hard,299822.73333333334,96817.43333333332,210.33333333332848,17597.633333333335,2892.533333333333,35.0,4.0,91.0,120.0
699,16,mindfulness,-160927.3,-44323.46666666667,-44827.36666666667,-13413.0,-3439.633333333333,45.0,4.0,91.0,120.0
700,17,art,73928.9,-9567.26666666667,-33941.600000000006,-4522.266666666663,3644.4333333333325,45.0,4.0,91.0,120.0
701,17,easy,147332.33333333334,78587.43333333335,6347.300000000003,25139.733333333337,6627.699999999999,37.0,4.0,91.0,120.0
702,17,flow,-40541.8,-1089.23333333333,-30627.3,2094.1333333333387,4228.299999999999,26.0,4.0,91.0,120.0
703,17,free_recall,23512.466666666674,16781.56666666666,34777.99999999999,-8666.03333333333,-311.6333333333332,39.0,4.0,91.0,120.0
704,17,hard,-88087.23333333334,-5276.5,-27417.533333333336,-673.2333333333299,-540.6333333333332,36.0,4.0,91.0,120.0
706,17,mindfulness,-115842.3,-7862.899999999998,21300.999999999993,-14454.566666666662,-6146.433333333334,45.0,4.0,91.0,120.0
707,18,art,-112097.03333333333,-32544.433333333334,-7806.966666666667,-5605.433333333334,-2564.000000000002,35.0,4.0,91.0,120.0
708,18,easy,-46043.43333333332,11277.333333333336,-7131.200000000004,-2998.5999999999985,-2088.5333333333347,36.0,4.0,91.0,120.0
709,18,flow,-60108.69999999998,-24108.300000000003,-612.5333333333365,15567.699999999993,16357.366666666665,36.0,4.0,91.0,120.0
710,18,free_recall,-152660.06666666665,-39452.03333333333,-4952.433333333334,-3736.7000000000007,-2679.466666666669,40.0,4.0,91.0,120.0
711,18,hard,-8643.0,-6510.23333333333,3230.1333333333314,13779.233333333334,7992.799999999999,36.0,4.0,91.0,120.0
713,18,mindfulness,-134054.16666666666,-31954.666666666668,15094.633333333331,-36.40000000000509,416.6333333333314,41.0,4.0,91.0,120.0
714,19,art,-60414.76666666668,-725.7666666666701,-114405.93333333333,1105.6666666666679,3597.866666666667,42.0,4.0,91.0,120.0
715,19,easy,152513.4,52055.766666666685,-113426.79999999999,3535.666666666668,7088.766666666667,42.0,4.0,91.0,120.0
716,19,flow,-16096.733333333323,26363.166666666664,-123491.86666666667,-611.5999999999985,8534.333333333332,30.0,4.0,91.0,120.0
717,19,free_recall,-9337.900000000009,-7117.933333333334,-115987.6,-6532.333333333332,-360.5666666666666,41.0,4.0,91.0,120.0
718,19,hard,56697.36666666667,11743.366666666661,-131424.6,10785.033333333333,8988.699999999997,26.0,4.0,91.0,120.0
720,19,mindfulness,-99573.46666666667,-21358.533333333333,-70990.33333333333,-4155.333333333332,-287.8000000000002,45.0,4.0,91.0,120.0
721,20,art,-585386.2,-160072.06666666668,-21454.500000000004,-7703.866666666669,-21239.26666666667,34.0,4.0,91.0,120.0
722,20,easy,-278811.3333333334,-112501.66666666667,3612.8333333333285,2031.0666666666693,-13307.96666666667,31.0,4.0,91.0,120.0
723,20,flow,512901.86666666646,232879.7666666667,102075.06666666667,39252.566666666666,82791.49999999997,29.0,4.0,91.0,120.0
724,20,free_recall,-386329.0333333333,-120919.43333333335,-10131.366666666676,9097.466666666667,-9602.500000000007,33.0,4.0,91.0,120.0
725,20,hard,97545.46666666667,35365.86666666664,37853.7,28114.4,10802.333333333321,26.0,4.0,91.0,120.0
727,20,mindfulness,-187725.53333333333,-87464.56666666667,13126.533333333333,15622.0,-8133.666666666668,31.0,4.0,91.0,120.0
728,21,art,74932.20000000001,12549.066666666673,-20445.933333333334,21181.63333333333,11824.233333333334,41.0,4.0,91.0,120.0
729,21,easy,58782.533333333326,9645.433333333342,-32471.06666666667,-7605.733333333335,-9397.066666666666,36.0,4.0,91.0,120.0
730,21,flow,50539.83333333334,19446.43333333334,-18188.566666666673,-3568.466666666671,2278.4333333333343,23.0,4.0,91.0,120.0
731,21,free_recall,-38553.6,-10338.133333333324,-30143.4,1505.6333333333314,-4449.933333333334,31.0,4.0,91.0,120.0
732,21,hard,56633.5,2921.30000000001,-19331.833333333336,-4536.133333333335,-6640.133333333333,19.0,4.0,91.0,120.0
734,21,mindfulness,9897.600000000006,25478.5,26110.96666666666,5777.0,-3509.2000000000007,31.0,4.0,91.0,120.0
735,22,art,-11077.699999999983,-39500.066666666666,-9469.233333333334,9126.533333333333,7499.333333333333,37.0,4.0,91.0,120.0
736,22,easy,299383.8666666667,47384.20000000001,23322.666666666664,42721.63333333333,24722.699999999997,41.0,4.0,91.0,120.0
737,22,flow,-85855.09999999999,-29079.1,-5817.866666666669,6317.799999999999,6329.400000000001,40.0,4.0,91.0,120.0
738,22,free_recall,-60291.23333333331,-32905.5,-1612.3666666666686,6389.633333333335,1951.166666666667,28.0,4.0,91.0,120.0
739,22,hard,-79658.19999999997,-29149.833333333336,-8935.966666666667,2159.4000000000015,5300.099999999999,39.0,4.0,91.0,120.0
741,22,mindfulness,317360.30000000005,12797.733333333337,36720.43333333333,16082.599999999999,3644.7666666666655,41.0,4.0,91.0,120.0
742,23,art,365338.99999999977,36294.79999999996,31669.56666666665,30794.0,3608.266666666663,40.0,4.0,91.0,120.0
743,23,easy,55742.39999999979,205024.1,184355.8666666667,99088.8,46496.399999999994,36.0,4.0,91.0,120.0
744,23,flow,-243414.53333333356,142866.7666666667,-556.0666666666657,-31726.066666666673,13902.833333333336,34.0,4.0,91.0,120.0
745,23,free_recall,56121.19999999995,-34768.899999999994,-27760.23333333333,-3835.26666666667,-6736.566666666666,30.0,4.0,91.0,120.0
746,23,hard,-86163.50000000012,202899.2666666667,27111.66666666667,-17514.633333333346,51737.566666666666,22.0,4.0,91.0,120.0
748,23,mindfulness,-80944.50000000012,-70554.6,-29830.799999999996,-10631.466666666667,-8507.099999999999,35.0,4.0,91.0,120.0
749,24,art,-48931.366666666654,1530.5333333333328,3742.4333333333307,5949.833333333334,750.5999999999995,36.0,4.0,91.0,120.0
750,24,easy,376393.6333333333,37229.799999999996,10658.2,17356.566666666666,21263.5,33.0,4.0,91.0,120.0
751,24,flow,-17075.699999999997,-15254.066666666666,1553.2333333333336,-1254.5666666666657,191.4333333333334,31.0,4.0,91.0,120.0
752,24,free_recall,16892.266666666663,-23279.8,-15343.066666666668,-8549.966666666667,-3176.133333333334,27.0,4.0,91.0,120.0
753,24,hard,90163.0333333333,6674.0,6459.100000000002,-791.1333333333332,2096.166666666667,25.0,4.0,91.0,120.0
755,24,mindfulness,178866.43333333332,-11373.333333333336,-15061.2,-7199.866666666667,-2072.0,34.0,4.0,91.0,120.0
756,25,art,312076.0,53831.23333333333,23671.966666666667,12968.033333333333,1419.9333333333334,35.0,4.0,91.0,120.0
757,25,easy,483816.06666666665,94908.56666666665,54606.5,32306.300000000003,10654.56666666667,29.0,4.0,91.0,120.0
758,25,flow,507027.69999999995,75155.23333333334,39282.566666666666,27696.73333333333,7506.333333333333,32.0,4.0,91.0,120.0
759,25,free_recall,51150.0,35796.1,17577.26666666667,4868.899999999998,1747.4333333333334,34.0,4.0,91.0,120.0
760,25,hard,648175.9666666667,57206.39999999999,26061.733333333337,31033.566666666666,6098.966666666666,28.0,4.0,91.0,120.0
762,25,mindfulness,-4686.266666666663,36548.1,49182.83333333334,13764.433333333334,1410.5,35.0,4.0,91.0,120.0
763,26,art,-192021.7,-8878.300000000003,-12297.166666666672,-11679.766666666663,-9800.3,31.0,4.0,91.0,120.0
764,26,easy,-151780.3333333333,1617.699999999997,-19016.966666666674,-5866.833333333332,-2470.666666666666,28.0,4.0,91.0,120.0
765,26,flow,-252594.93333333332,-14140.300000000003,-18634.800000000003,-14517.999999999996,-9150.866666666665,26.0,4.0,91.0,120.0
766,26,free_recall,101928.83333333337,56378.200000000004,-4643.26666666667,-3662.8666666666613,-2473.833333333332,31.0,4.0,91.0,120.0
767,26,hard,-154962.09999999998,-12590.199999999997,-18357.733333333337,-6989.666666666664,-5534.266666666665,29.0,4.0,91.0,120.0
769,26,mindfulness,-285865.23333333334,-27911.733333333334,106890.90000000001,-16785.466666666664,-12918.766666666666,24.0,4.0,91.0,120.0
770,27,art,-364222.86666666664,-65195.16666666668,-19707.800000000003,-7689.399999999998,2043.8666666666668,45.0,4.0,91.0,120.0
771,27,easy,-407506.7,-66842.73333333334,-26511.6,-13608.333333333332,-1301.0,37.0,4.0,91.0,120.0
772,27,flow,-365260.0333333333,-68376.13333333336,-22812.233333333337,-9246.699999999999,372.8000000000002,39.0,4.0,91.0,120.0
773,27,free_recall,-170885.3333333333,-27928.06666666668,-19837.2,-8520.099999999999,1352.6999999999998,43.0,4.0,91.0,120.0
774,27,hard,-337548.3,-61183.500000000015,-20505.733333333337,-12248.699999999999,-2095.3666666666663,22.0,4.0,91.0,120.0
776,27,mindfulness,-257052.53333333333,-36517.06666666668,-21671.899999999998,-12575.666666666664,-2857.7,24.0,4.0,91.0,120.0
777,28,art,196260.03333333333,21418.499999999996,17862.399999999998,252.79999999999563,-1160.333333333334,42.0,4.0,91.0,120.0
778,28,easy,90719.93333333333,29572.600000000002,3371.5,-5441.700000000004,-5000.133333333333,32.0,4.0,91.0,120.0
779,28,flow,72275.43333333333,4513.766666666666,3420.7333333333336,-6192.233333333334,-6595.400000000001,38.0,4.0,91.0,120.0
780,28,free_recall,-23033.86666666667,-7737.166666666668,4859.933333333334,-10809.866666666667,-8192.466666666667,37.0,4.0,91.0,120.0
781,28,hard,353575.26666666666,41457.83333333333,3997.2999999999993,-8228.100000000002,-7496.5666666666675,39.0,4.0,91.0,120.0
783,28,mindfulness,-34436.000000000015,-1771.9666666666708,21519.766666666666,-9441.566666666666,-6864.0666666666675,36.0,4.0,91.0,120.0
784,1,art,398123.13333333336,43503.46666666667,-6420.233333333337,1698.9333333333343,-257.2333333333336,43.0,5.0,121.0,150.0
785,1,easy,31456.60000000002,2686.6333333333314,-32276.86666666667,-4242.200000000004,2751.533333333333,38.0,5.0,121.0,150.0
786,1,flow,29215.933333333363,-13237.800000000003,-38160.26666666667,-10657.066666666666,853.9333333333325,36.0,5.0,121.0,150.0
787,1,free_recall,29057.333333333358,27651.666666666664,-21021.466666666667,-11473.133333333339,-2412.833333333334,27.0,5.0,121.0,150.0
788,1,hard,516619.2666666667,92345.56666666668,28648.29999999998,6215.766666666663,-191.8000000000011,27.0,5.0,121.0,150.0
790,1,mindfulness,122747.66666666667,60208.066666666644,34986.96666666667,4250.333333333336,-1356.7000000000007,36.0,5.0,121.0,150.0
791,2,art,-47977.73333333334,35920.100000000006,-1570.2999999999993,13506.333333333334,2487.7,33.0,5.0,121.0,150.0
792,2,easy,-26431.866666666654,28085.8,-10524.966666666667,5165.466666666665,681.4333333333334,40.0,5.0,121.0,150.0
